ANATOMY_ID,Previous Anatomy ID,Current Anatomy ID,Body part,Organ,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4
2010101010103000000000,2010208|2010213,2010101010103000000000,Neck,Pharynx,Laryngopharynx,Mucosa,Lamina propria,Artery|Vein,Tunica media,NA,NA,NA,NA
2010101010200000000000,2010209,2010101010200000000000,Neck,Pharynx,Laryngopharynx,Mucosa,Lamina propria,Vein,NA,NA,NA,NA,NA
2010101010201000000000,2010210,2010101010201000000000,Neck,Pharynx,Laryngopharynx,Mucosa,Lamina propria,Vein,Tunica adventitia,NA,NA,NA,NA
2010101010202000000000,2010211,2010101010202000000000,Neck,Pharynx,Laryngopharynx,Mucosa,Lamina propria,Vein,Tunica intima,NA,NA,NA,NA
2010101010202010000000,2010212,2010101010202010000000,Neck,Pharynx,Laryngopharynx,Mucosa,Lamina propria,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2010101010300000000000,2010214,2010101010300000000000,Neck,Pharynx,Laryngopharynx,Mucosa,Lamina propria,Pharyngeal gland,NA,NA,NA,NA,NA
2010101010301000000000,2010215,2010101010301000000000,Neck,Pharynx,Laryngopharynx,Mucosa,Lamina propria,Pharyngeal gland,Excretory duct,NA,NA,NA,NA
2010102000000000000000,2010300,2010102000000000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,NA,NA,NA,NA,NA,NA
2010102000100000000000,2010301,2010102000100000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Artery,NA,NA,NA,NA,NA
2010102000101000000000,2010302,2010102000101000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Artery,Tunica adventitia,NA,NA,NA,NA
2010102000102000000000,2010303,2010102000102000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Artery,Tunica intima,NA,NA,NA,NA
2010102000102010000000,2010304,2010102000102010000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
2010102000103000000000,2010305,2010102000103000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Artery,Tunica media,NA,NA,NA,NA
2010102000200000000000,2010306,2010102000200000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Vein,NA,NA,NA,NA,NA
2010102000201000000000,2010307,2010102000201000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Vein,Tunica adventitia,NA,NA,NA,NA
2010102000202000000000,2010308,2010102000202000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Vein,Tunica intima,NA,NA,NA,NA
2010102000202010000000,2010309,2010102000202010000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2010102000203000000000,2010310,2010102000203000000000,Neck,Pharynx,Laryngopharynx,Submucosa,NA,Vein,Tunica media,NA,NA,NA,NA
2010103000000000000000,2010400,2010103000000000000000,Neck,Pharynx,Laryngopharynx,Muscular layer,NA,NA,NA,NA,NA,NA,NA
2010103010000000000000,2010401,2010103010000000000000,Neck,Pharynx,Laryngopharynx,Muscular layer,Striated muscle,NA,NA,NA,NA,NA,NA
2010104000000000000000,2010500,2010104000000000000000,Neck,Pharynx,Laryngopharynx,Adventitia,NA,NA,NA,NA,NA,NA,NA
2010200000000000000000,2010600,2010200000000000000000,Neck,Pharynx,Oropharynx,NA,NA,NA,NA,NA,NA,NA,NA
2010201000000000000000,2010700,2010201000000000000000,Neck,Pharynx,Oropharynx,Mucosa,NA,NA,NA,NA,NA,NA,NA
2010201000001000000000,2010701,2010201000001000000000,Neck,Pharynx,Oropharynx,Mucosa,NA,NA,Epithelium,NA,NA,NA,NA
2010201000002000000000,2010702,2010201000002000000000,Neck,Pharynx,Oropharynx,Mucosa,NA,NA,Stratified squamous epithelium,NA,NA,NA,NA
2010201010000000000000,2010703,2010201010000000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA
2010201010100000000000,2010704,2010201010100000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Capillary,NA,NA,NA,NA,NA
2010201010200000000000,2010705,2010201010200000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Artery,NA,NA,NA,NA,NA
2010201010201000000000,2010706,2010201010201000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Artery,Tunica adventitia,NA,NA,NA,NA
2010201010202000000000,2010707,2010201010202000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Artery,Tunica intima,NA,NA,NA,NA
2010201010202010000000,2010708,2010201010202010000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
2010201010203000000000,2010709,2010201010203000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Artery,Tunica media,NA,NA,NA,NA
2010201010300000000000,2010710,2010201010300000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Vein,NA,NA,NA,NA,NA
2010201010301000000000,2010711,2010201010301000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Vein,Tunica adventitia,NA,NA,NA,NA
2010201010302000000000,2010712,2010201010302000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Vein,Tunica intima,NA,NA,NA,NA
2010201010302010000000,2010713,2010201010302010000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2010201010303000000000,2010714,2010201010303000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Vein,Tunica media,NA,NA,NA,NA
2010201010400000000000,2010715,2010201010400000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Pharyngeal gland,NA,NA,NA,NA,NA
2010201010401000000000,2010716,2010201010401000000000,Neck,Pharynx,Oropharynx,Mucosa,Lamina propria,Pharyngeal gland,Excretory duct,NA,NA,NA,NA
2010202000000000000000,2010800,2010202000000000000000,Neck,Pharynx,Oropharynx,Muscular layer,NA,NA,NA,NA,NA,NA,NA
2010202010000000000000,2010801,2010202010000000000000,Neck,Pharynx,Oropharynx,Muscular layer,Striated muscle,NA,NA,NA,NA,NA,NA
2010203000000000000000,2010900,2010203000000000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,NA,NA,NA,NA,NA,NA
2010203000100000000000,2010901,2010203000100000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Artery,NA,NA,NA,NA,NA
2010203000101000000000,2010902,2010203000101000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Artery,Tunica adventitia,NA,NA,NA,NA
2010203000102000000000,2010903,2010203000102000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Artery,Tunica intima,NA,NA,NA,NA
2010203000102010000000,2010904,2010203000102010000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
2010203000103000000000,2010905,2010203000103000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Artery,Tunica media,NA,NA,NA,NA
2010203000200000000000,2010906,2010203000200000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Vein,NA,NA,NA,NA,NA
2010203000201000000000,2010907,2010203000201000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Vein,Tunica adventitia,NA,NA,NA,NA
2010203000202000000000,2010908,2010203000202000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Vein,Tunica intima,NA,NA,NA,NA
2010203000202010000000,2010909,2010203000202010000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2010203000203000000000,2010910,2010203000203000000000,Neck,Pharynx,Oropharynx,Submucosa,NA,Vein,Tunica media,NA,NA,NA,NA
2010300000000000000000,2011000,2010300000000000000000,Neck,Pharynx,Nasopharynx,NA,NA,NA,NA,NA,NA,NA,NA
2010301000000000000000,2011100,2010301000000000000000,Neck,Pharynx,Nasopharynx,Mucosa,NA,NA,NA,NA,NA,NA,NA
2010301000001000000000,2011101,2010301000001000000000,Neck,Pharynx,Nasopharynx,Mucosa,NA,NA,Epithelium,NA,NA,NA,NA
2010301000002000000000,2011102,2010301000002000000000,Neck,Pharynx,Nasopharynx,Mucosa,NA,NA,Stratified squamous epithelium,NA,NA,NA,NA
2010301010000000000000,2011103,2010301010000000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA
2010301010100000000000,2011104,2010301010100000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Capillary,NA,NA,NA,NA,NA
2010301010101000000000,2011105,2010301010101000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Capillary,Tunica adventitia,NA,NA,NA,NA
2010301010200000000000,2011106,2010301010200000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Artery,NA,NA,NA,NA,NA
2010301010201000000000,2011107,2010301010201000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Artery,Tunica intima,NA,NA,NA,NA
2010301010201010000000,2011108,2010301010201010000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
2010301010202000000000,2011109,2010301010202000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Artery,Tunica media,NA,NA,NA,NA
2010301010203000000000,2011110,2010301010203000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Artery,Tunica adventitia,NA,NA,NA,NA
2010301010300000000000,2011111,2010301010300000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Vein,NA,NA,NA,NA,NA
2010301010301000000000,2011112,2010301010301000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Vein,Tunica intima,NA,NA,NA,NA
2010301010301010000000,2011113,2010301010301010000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2010301010302000000000,2011114,2010301010302000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Vein,Tunica media,NA,NA,NA,NA
2010301010400000000000,2011115,2010301010400000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Pharyngeal gland,NA,NA,NA,NA,NA
2010301010401000000000,2011116,2010301010401000000000,Neck,Pharynx,Nasopharynx,Mucosa,Lamina propria,Pharyngeal gland,Excretory duct,NA,NA,NA,NA
2010302000000000000000,2011200,2010302000000000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,NA,NA,NA,NA,NA,NA
2010302000100000000000,2011201,2010302000100000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Artery,NA,NA,NA,NA,NA
2010302000101000000000,2011202,2010302000101000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Artery,Tunica adventitia,NA,NA,NA,NA
2010302000102000000000,2011203,2010302000102000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Artery,Tunica intima,NA,NA,NA,NA
2010302000102010000000,2011204,2010302000102010000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
2010302000103000000000,2011205,2010302000103000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Artery,Tunica media,NA,NA,NA,NA
2010302000200000000000,2011206,2010302000200000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Vein,NA,NA,NA,NA,NA
2010302000201000000000,2011207,2010302000201000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Vein,Tunica adventitia,NA,NA,NA,NA
2010302000202000000000,2011208,2010302000202000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Vein,Tunica intima,NA,NA,NA,NA
2010302000202010000000,2011209,2010302000202010000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2010302000203000000000,2011210,2010302000203000000000,Neck,Pharynx,Nasopharynx,Submucosa,NA,Vein,Tunica media,NA,NA,NA,NA
2010303000000000000000,2011300,2010303000000000000000,Neck,Pharynx,Nasopharynx,Muscular layer,NA,NA,NA,NA,NA,NA,NA
2010303010000000000000,2011301,2010303010000000000000,Neck,Pharynx,Nasopharynx,Muscular layer,Striated muscle,NA,NA,NA,NA,NA,NA
2010304000000000000000,2011400,2010304000000000000000,Neck,Pharynx,Nasopharynx,Adventitia,NA,NA,NA,NA,NA,NA,NA
2020000000000000000000,2020000,2020000000000000000000,Neck,Larynx,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020001000000000000000,2020100,2020001000000000000000,Neck,Larynx,NA,Hyaline cartilage,NA,NA,NA,NA,NA,NA,NA
2020001010000000000000,2020101,2020001010000000000000,Neck,Larynx,NA,Hyaline cartilage,Perichondrium,NA,NA,NA,NA,NA,NA
2020002000000000000000,2020200,2020002000000000000000,Neck,Larynx,NA,Elastic cartilage,NA,NA,NA,NA,NA,NA,NA
2020002010000000000000,2020201,2020002010000000000000,Neck,Larynx,NA,Elastic cartilage,Perichondrium,NA,NA,NA,NA,NA,NA
2020003000000000000000,2020300,2020003000000000000000,Neck,Larynx,NA,Mucosa,NA,NA,NA,NA,NA,NA,NA
2020003000100000000000,2020301,2020003000100000000000,Neck,Larynx,NA,Mucosa,NA,Respiratory epithelium,NA,NA,NA,NA,NA
2020004000000000000000,2020400,2020004000000000000000,Neck,Larynx,NA,Submucosa,NA,NA,NA,NA,NA,NA,NA
2020004000100000000000,2020401,2020004000100000000000,Neck,Larynx,NA,Submucosa,NA,Laryngeal gland,NA,NA,NA,NA,NA
2020100000000000000000,2020500,2020100000000000000000,Neck,Larynx,Vocal cord,NA,NA,NA,NA,NA,NA,NA,NA
2030000000000000000000,2030000,2030000000000000000000,Neck,Esophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030000000001000000000,2030001,2030000000001000000000,Neck,Esophagus,NA,NA,NA,NA,Epithelium,NA,NA,NA,NA
2030001000000000000000,2030100,2030001000000000000000,Neck,Esophagus,NA,Mucosa,NA,NA,NA,NA,NA,NA,NA
2030001000001000000000,2030101,2030001000001000000000,Neck,Esophagus,NA,Mucosa,NA,NA,Epithelium,NA,NA,NA,NA
2030001000001010000000,2030102,2030001000001010000000,Neck,Esophagus,NA,Mucosa,NA,NA,Epithelium,Basal layer,NA,NA,NA
2030001000001020000000,2030103,2030001000001020000000,Neck,Esophagus,NA,Mucosa,NA,NA,Epithelium,Stratum corneum,NA,NA,NA
2030001000001030000000,2030104,2030001000001030000000,Neck,Esophagus,NA,Mucosa,NA,NA,Epithelium,Stratum spinosum,NA,NA,NA
2030001000001040000000,2030118,2030001000001040000000,Neck,Esophagus,NA,Mucosa,NA,NA,Epithelium,Stratum germinativum,NA,NA,NA
2030001010000000000000,2030105,2030001010000000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA
2030001010100000000000,2030106,2030001010100000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Esophageal cardiac glands,NA,NA,NA,NA,NA
2030001010200000000000,2030107,2030001010200000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Artery,NA,NA,NA,NA,NA
2030001010201000000000,2030108,2030001010201000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Artery,Tunica adventitia,NA,NA,NA,NA
2030001010202000000000,2030109,2030001010202000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Artery,Tunica intima,NA,NA,NA,NA
2030001010202010000000,2030110,2030001010202010000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
2030001010203000000000,2030111,2030001010203000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Artery,Tunica media,NA,NA,NA,NA
2030001010300000000000,2030112,2030001010300000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Vein,NA,NA,NA,NA,NA
2030001010301000000000,2030113,2030001010301000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Vein,Tunica adventitia,NA,NA,NA,NA
2030001010302000000000,2030114,2030001010302000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Vein,Tunica intima,NA,NA,NA,NA
2030001010302010000000,2030115,2030001010302010000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2030001010303000000000,2030116,2030001010303000000000,Neck,Esophagus,NA,Mucosa,Lamina propria,Vein,Tunica media,NA,NA,NA,NA
2030001020000000000000,2030117,2030001020000000000000,Neck,Esophagus,NA,Mucosa,Muscular layer,NA,NA,NA,NA,NA,NA
2030002000000000000000,2030200,2030002000000000000000,Neck,Esophagus,NA,Submucosa,NA,NA,NA,NA,NA,NA,NA
2030002000100000000000,2030204,2030002000100000000000,Neck,Esophagus,NA,Submucosa,NA,Artery,NA,NA,NA,NA,NA
2030002000101000000000,2030205,2030002000101000000000,Neck,Esophagus,NA,Submucosa,NA,Artery,Tunica adventitia,NA,NA,NA,NA
2030002000102000000000,2030206,2030002000102000000000,Neck,Esophagus,NA,Submucosa,NA,Artery,Tunica intima,NA,NA,NA,NA
2030002000102010000000,2030207,2030002000102010000000,Neck,Esophagus,NA,Submucosa,NA,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
2030002000103000000000,2030208,2030002000103000000000,Neck,Esophagus,NA,Submucosa,NA,Artery,Tunica media,NA,NA,NA,NA
2030002000200000000000,2030209,2030002000200000000000,Neck,Esophagus,NA,Submucosa,NA,Vein,NA,NA,NA,NA,NA
2030002000201000000000,2030210,2030002000201000000000,Neck,Esophagus,NA,Submucosa,NA,Vein,Tunica adventitia,NA,NA,NA,NA
2030002000202000000000,2030211,2030002000202000000000,Neck,Esophagus,NA,Submucosa,NA,Vein,Tunica intima,NA,NA,NA,NA
2030002000202010000000,2030212,2030002000202010000000,Neck,Esophagus,NA,Submucosa,NA,Vein,Tunica intima,Subendothelial layer,NA,NA,NA
2030002000203000000000,2030213,2030002000203000000000,Neck,Esophagus,NA,Submucosa,NA,Vein,Tunica media,NA,NA,NA,NA
2030002010000000000000,2030201,2030002010000000000000,Neck,Esophagus,NA,Submucosa,Esophageal gland proper,NA,NA,NA,NA,NA,NA
2030002010001000000000,2030202,2030002010001000000000,Neck,Esophagus,NA,Submucosa,Esophageal gland proper,NA,Excretory duct,NA,NA,NA,NA
2030002020000000000000,2030203,2030002020000000000000,Neck,Esophagus,NA,Submucosa,Meissner's submucosal plexus,NA,NA,NA,NA,NA,NA
2030003000000000000000,2030300,2030003000000000000000,Neck,Esophagus,NA,Muscular layer,NA,NA,NA,NA,NA,NA,NA
2030003010000000000000,2030301,2030003010000000000000,Neck,Esophagus,NA,Muscular layer,Inner circular muscle layer,NA,NA,NA,NA,NA,NA
2030003020000000000000,2030302,2030003020000000000000,Neck,Esophagus,NA,Muscular layer,Outer longitudinal muscle layer,NA,NA,NA,NA,NA,NA
2030004000000000000000,2030400,2030004000000000000000,Neck,Esophagus,NA,Serosa,NA,NA,NA,NA,NA,NA,NA
2030004000001000000000,2030401,2030004000001000000000,Neck,Esophagus,NA,Serosa,NA,NA,Epithelium,NA,NA,NA,NA
2030004010000000000000,2030402,2030004010000000000000,Neck,Esophagus,NA,Serosa,Subserosa,NA,NA,NA,NA,NA,NA
2030005000000000000000,2030500,2030005000000000000000,Neck,Esophagus,NA,Auerbach's myenteric plexus,NA,NA,NA,NA,NA,NA,NA
2040000000000000000000,2040000,2040000000000000000000,Neck,Parathyroid gland,NA,NA,NA,NA,NA,NA,NA,NA,NA
2040000000100000000000,2040001,2040000000100000000000,Neck,Parathyroid gland,NA,NA,NA,Capillary,NA,NA,NA,NA,NA
2050000000000000000000,2050000,2050000000000000000000,Neck,Thyroid gland,NA,NA,NA,NA,NA,NA,NA,NA,NA
2050100000000000000000,2050100,2050100000000000000000,Neck,Thyroid gland,Lobule of thyroid gland,NA,NA,NA,NA,NA,NA,NA,NA
2050101000000000000000,2050200,2050101000000000000000,Neck,Thyroid gland,Lobule of thyroid gland,Thyroid follicle,NA,NA,NA,NA,NA,NA,NA
2050101010000000000000,2050201,2050101010000000000000,Neck,Thyroid gland,Lobule of thyroid gland,Thyroid follicle,Thyroid follicle epithelium,NA,NA,NA,NA,NA,NA
3000000000000000000000,3000000,3000000000000000000000,Trunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3000001000000000000000,3270000,3000001000000000000000,Trunk,NA,NA,Skeletal tissue,NA,NA,NA,NA,NA,NA,NA
3000001010000000000000,3270100,3000001010000000000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,NA,NA,NA,NA
3000001010000010000000,3270101,3000001010000010000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Intervertebral disc,NA,NA,NA
3000001010000010100000,3270102,3000001010000010100000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Intervertebral disc,Annulus fibrosus,NA,NA
3000001010000010200000,3270103,3000001010000010200000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Intervertebral disc,Nucleus pulposus,NA,NA
3000001010000020000000,3270104,3000001010000020000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Vertebral body,NA,NA,NA
3000001010000030000000,3270105,3000001010000030000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Spinous process of vertebrae,NA,NA,NA
3000001010000040000000,3270106,3000001010000040000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Neural arch,NA,NA,NA
3000001010000050000000,3270107,3000001010000050000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Dorsal neural arch,NA,NA,NA
3000001010000060000000,3270108,3000001010000060000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Central neural arch,NA,NA,NA
3000001010000070000000,3270109,3000001010000070000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Lateral neural arch,NA,NA,NA
3000001010000080000000,3270110,3000001010000080000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,NA,NA,Dermomyotome,NA,NA,NA
3000001010100000000000,3270200,3000001010100000000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae cervicales,NA,NA,NA,NA,NA
3000001010100010000000,3270201,3000001010100010000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae cervicales,NA,Intervertebral disc,NA,NA,NA
3000001010100010100000,3270202,3000001010100010100000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae cervicales,NA,Intervertebral disc,Annulus fibrosus,NA,NA
3000001010100020000000,3270203,3000001010100020000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae cervicales,NA,Vertebral body,NA,NA,NA
3000001010100030000000,3270204,3000001010100030000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae cervicales,NA,Cervical dermomyotome,NA,NA,NA
3000001010200000000000,3270300,3000001010200000000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae thoracicae,NA,NA,NA,NA,NA
3000001010200010000000,3270301,3000001010200010000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae thoracicae,NA,Intervertebral disc,NA,NA,NA
3000001010200010100000,3270302,3000001010200010100000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae thoracicae,NA,Intervertebral disc,Annulus fibrosus,NA,NA
3000001010200020000000,3270303,3000001010200020000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae thoracicae,NA,Vertebral body,NA,NA,NA
3000001010200030000000,3270304,3000001010200030000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae thoracicae,NA,Thoracic dermomyotome,NA,NA,NA
3000001010300000000000,3270400,3000001010300000000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae lumbales,NA,NA,NA,NA,NA
3000001010300010000000,3270401,3000001010300010000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae lumbales,NA,Intervertebral disc,NA,NA,NA
3000001010300010100000,3270402,3000001010300010100000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae lumbales,NA,Intervertebral disc,Annulus fibrosus,NA,NA
3000001010300020000000,3270403,3000001010300020000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae lumbales,NA,Vertebral body,NA,NA,NA
3000001010300030000000,3270404,3000001010300030000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae lumbales,NA,Lumbar dermomyotome,NA,NA,NA
3000001010400000000000,3270500,3000001010400000000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae sacrales,NA,NA,NA,NA,NA
3000001010400010000000,3270501,3000001010400010000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae sacrales,NA,Intervertebral disc,NA,NA,NA
3000001010400010100000,3270502,3000001010400010100000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae sacrales,NA,Intervertebral disc,Annulus fibrosus,NA,NA
3000001010400020000000,3270503,3000001010400020000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae sacrales,NA,Vertebral body,NA,NA,NA
3000001010400030000000,3270504,3000001010400030000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae sacrales,NA,Sacral dermomyotome,NA,NA,NA
3000001010500000000000,3270600,3000001010500000000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae coccygeaes,NA,NA,NA,NA,NA
3000001010500010000000,3270601,3000001010500010000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae coccygeaes,NA,Coccyx,NA,NA,NA
3000001010500020000000,3270602,3000001010500020000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae coccygeaes,NA,Intervertebral disc,NA,NA,NA
3000001010500020100000,3270603,3000001010500020100000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae coccygeaes,NA,Intervertebral disc,Annulus fibrosus,NA,NA
3000001010500030000000,3270604,3000001010500030000000,Trunk,NA,NA,Skeletal tissue,Vertebrae,Vertebrae coccygeaes,NA,Vertebral body,NA,NA,NA
3000001020000000000000,3270700,3000001020000000000000,Trunk,NA,NA,Skeletal tissue,Sternum,NA,NA,NA,NA,NA,NA
3000001030000000000000,3270800,3000001030000000000000,Trunk,NA,NA,Skeletal tissue,Costae (rib),NA,NA,NA,NA,NA,NA
3000001030001000000000,3270801,3000001030001000000000,Trunk,NA,NA,Skeletal tissue,Costae (rib),NA,Anterior part,NA,NA,NA,NA
3000001030002000000000,3270802,3000001030002000000000,Trunk,NA,NA,Skeletal tissue,Costae (rib),NA,Posterior part,NA,NA,NA,NA
3000001030003000000000,3270803,3000001030003000000000,Trunk,NA,NA,Skeletal tissue,Costae (rib),NA,Distal,NA,NA,NA,NA
3000001030004000000000,3270804,3000001030004000000000,Trunk,NA,NA,Skeletal tissue,Costae (rib),NA,Proximal,NA,NA,NA,NA
3000001040000000000000,3270900,3000001040000000000000,Trunk,NA,NA,Skeletal tissue,Muscle tissue,NA,NA,NA,NA,NA,NA
3000001040001000000000,3270901,3000001040001000000000,Trunk,NA,NA,Skeletal tissue,Muscle tissue,NA,Trunk muscle,NA,NA,NA,NA
3000001040002000000000,3270902,3000001040002000000000,Trunk,NA,NA,Skeletal tissue,Muscle tissue,NA,Cervical back muscle,NA,NA,NA,NA
3000001040003000000000,3270903,3000001040003000000000,Trunk,NA,NA,Skeletal tissue,Muscle tissue,NA,Pelvic muscle,NA,NA,NA,NA
3000001040004000000000,3270904,3000001040004000000000,Trunk,NA,NA,Skeletal tissue,Muscle tissue,NA,Sacral back muscle,NA,NA,NA,NA
